"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Rexulti","Brexpiprazole","TABLET;ORAL","205422","OTSUKA","05/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205422s009lbl.pdf#page=36"
"Reyvow","Lasmiditan Succinate","TABLET;ORAL","211280","ELI LILLY AND CO","09/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211280s008lbl.pdf#page=15"
"Rezira","Hydrocodone Bitartrate; Pseudoephedrine Hydrochloride","SOLUTION;ORAL","022442","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022442s010lbl.pdf#page=26"
"Riabni","Rituximab-Arrx","INJECTABLE;INJECTION","761140","AMGEN INC","06/03/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761140s001lbl.pdf#page=41"
"Rinvoq","Upadacitinib","TABLET, EXTENDED RELEASE;ORAL","211675","ABBVIE INC","11/14/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211675s019lbl.pdf#page=72"
"Ritalin","Methylphenidate Hydrochloride","TABLET;ORAL","010187","NOVARTIS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/010187s092s096lbl.pdf#page18"
"Ritalin LA","Methylphenidate Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","021284","NOVARTIS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021284s042s046lbl.pdf#page18"
"Ritalin-SR","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","018029","NOVARTIS","11/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/010187s091,018029s059lbl.pdf#page=13"
"Rituxan","Rituximab","SOLUTION;INTRAVENOUS","103705","GENENTECH","12/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5465lbl.pdf#page=56"
"Rituxan Hycela","Rituximab; Hyaluronidase (Human Recombinant)","SOLUTION;SUBCUTANEOUS","761064","GENENTECH INC","06/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761064s013lbl.pdf#page=28"
"Roxicodone","Oxycodone Hydrochloride","TABLET;ORAL","021011","SPECGX LLC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021011s013lbl.pdf#page=30"
"Roxybond","Oxycodone Hydrochloride","TABLET;ORAL","209777","OHEMO LIFE","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209777s008lbl.pdf#page=38"
"Rozerem","Ramelteon","TABLET;ORAL","021782","TAKEDA PHARMS USA","11/03/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021782s022lbl.pdf#page=17"
"Ruxience","Rituximab-Pvvr","INJECTABLE;INJECTION","761103","PFIZER INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761103s011lbl.pdf#page=42"
"Ruzurgi","Amifampridine","TABLET;ORAL","209321","JACOBUS PHARM CO INC","08/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209321s000lbl.pdf#page=15"
"Rybelsus","Semaglutide","TABLET;ORAL","213182","NOVO NORDISK INC","01/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213182s000,213051s001lbl.pdf#page=23"
"Rybelsus","Semaglutide","TABLET;ORAL","213051","NOVO","01/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213051s012lbl.pdf#page=24"
"Sabril","Vigabatrin","FOR SOLUTION;ORAL","022006","LUNDBECK PHARMS LLC","10/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
"Sabril","Vigabatrin","TABLET;ORAL","020427","LUNDBECK PHARMS LLC","10/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
"Samsca","Tolvaptan","TABLET;ORAL","022275","OTSUKA","04/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022275s017lbl.pdf#page=19"
"Sarafem","Fluoxetine Hydrochloride","TABLET;ORAL","021860","APIL","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021860s015lbl.pdf#page=32"
"Savaysa","Edoxaban Tosylate","TABLET;ORAL","206316","DAIICHI SANKYO INC","10/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206316s019lbl.pdf#page=35"
"Savella","Milnacipran Hydrochloride","TABLET;ORAL","022256","ALLERGAN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022256s028lbl.pdf#page=31"
"Saxenda","Liraglutide Recombinant","SOLUTION;SUBCUTANEOUS","206321","NOVO","04/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206321s016lbl.pdf#page=30"
"Seglentis","Celecoxib; Tramadol Hydrochloride","TABLET;ORAL","213426","KOWA PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213426s002lbl.pdf#page=57"
"Segluromet","Ertugliflozin; METformin Hydrochloride","TABLET;ORAL","209806","MERCK SHARP DOHME","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209806s010lbl.pdf#page=33"
"Selzentry","Maraviroc","SOLUTION;ORAL","208984","VIIV HLTHCARE","10/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
"Selzentry","Maraviroc","TABLET;ORAL","022128","VIIV HLTHCARE","10/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
"Serevent","Salmeterol Xinafoate","POWDER;INHALATION","020692","GLAXOSMITHKLINE","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020692s047lbl.pdf#page=35"
"Seroquel","Quetiapine Fumarate","TABLET;ORAL","020639","ASTRAZENECA","01/31/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020639s072lbl.pdf#page=49"
"Seroquel XR","Quetiapine Fumarate","TABLET, EXTENDED RELEASE;ORAL","022047","ASTRAZENECA","01/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022047s046lbl.pdf#page=53"
"Sertraline","Sertraline Hydrochloride","CAPSULE;ORAL","215133","ALMATICA PHARMA","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215133s001lbl.pdf#page=27"
"Signifor","Pasireotide Diaspartate","SOLUTION;SUBCUTANEOUS","200677","RECORDATI RARE","01/15/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200677s006lbl.pdf#page=15"
"Siklos","Hydroxyurea","TABLET;ORAL","208843","ADDMEDICA SAS","11/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208843s004lbl.pdf#page=18"
"Silenor","Doxepin Hydrochloride","TABLET;ORAL","022036","CURRAX","10/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022036s006lbl.pdf#page=19"
"Siliq","Brodalumab","INJECTABLE;INJECTION","761032","VALEANT LUXEMBOURG","01/22/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761032lbl.pdf#page=13"
"Simponi","Golimumab","INJECTABLE; INJECTION","125289","CENTOCOR ORTHO BIOTECH INC","09/24/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125289s146lbl.pdf#page=38"
"Simponi Aria","Golimumab","INJECTABLE; INJECTION","125433","JANSSEN BIOTECH","02/01/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125433s032lbl.pdf#page=34"
"Sinequan","Doxepin Hydrochloride","CAPSULE;ORAL","016798","PFIZER","07/14/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089129.pdf"
"Singulair","Montelukast Sodium","TABLET;ORAL","020829","MSD MERCK CO","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s076,021409s052lbl.pdf#page=25"
"Singulair","Montelukast Sodium","TABLET, CHEWABLE;ORAL","020830","MSD MERCK CO","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
"Singulair","Montelukast Sodium","GRANULE;ORAL","021409","MERCK","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
"Sirturo","Bedaquiline Fumarate","TABLET;ORAL","204384","JANSSEN THERAP","10/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204384s017lbl.pdf#page=27"
"Skyrizi","Risankizumab-Rzaa","INJECTABLE;INJECTION","761105","ABBVIE INC","09/23/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761105s018lbl.pdf#page=30"
"Skyrizi","Risankizumab-Rzaa","INJECTABLE;SUBCUTANEOUS","761262","ABBVIE INC","09/23/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761262s001lbl.pdf#page=30"
"Sodium Oxybate","Sodium Oxybate","SOLUTION;ORAL","202090","HIKMA","01/03/2022","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202090lbl.pdf#page=18"
"Sohonos","Paloverotene","CAPSULE;ORAL","215559","IPSEN BIOPHARMACEUTICALS","08/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215559s000lbl.pdf#page=20"
"Solaraze","Diclofenac Sodium","GEL;TOPICAL","021005","FOUGERA PHARMS","11/14/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021005s024lbl.pdf#page=22"
"Solaraze","Diclofenac Sodium","GEL;TOPICAL","021005","FOUGERA PHARMS","04/28/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM501655.pdf"
"Soliqua 100/33","Insulin Glargine; Lixisenatide","SOLUTION;SUBCUTANEOUS","208673","SANOFI-AVENTIS US","09/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208673s013lbl.pdf#page=29"
"Soliris","Eculizumab","INJECTABLE; IV (INFUSION)","125166","ALEXION PHARM","11/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125166s431lbl.pdf#page=40"
"Soltamox","Tamoxifen Citrate","SOLUTION;ORAL","021807","MAYNE PHARMA INC","04/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021807s006lbl.pdf#page=36"
"Sonata","Zaleplon","CAPSULE;ORAL","020859","PFIZER","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020859s016lbl.pdf#page=21"
"Soriatane","Acitretin","CAPSULE;ORAL","019821","STIEFEL LABS INC","02/22/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019821s029lbl.pdf#page=30"
"Sotret","Isotretinoin","CAPSULE;ORAL","076041","SUN PHARM INDS LTD","04/12/2012","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Sotret.pdf"
"Sotyktu","Deucravacitinib","TABLET;ORAL","214958","BRISTOL MYERS SQUIBB","09/09/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214958s000lbl.pdf#page=19"
"Spevigo","Spesolimab-Sbzo","INJECTABLE;INTRAVENOUS","761244","Boehringer Ingelheim Pharmaceuticals, Inc","09/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761244s000lbl.pdf#page=11"
"Spravato","Esketamine Hydrochloride","SPRAY;NASAL","211243","JANSSEN PHARMS","10/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211243s012lbl.pdf#page=43"
"Spritam","Levetiracetam","TABLET, FOR SUSPENSION;ORAL","207958","APRECIA PHARMS","08/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207958s023lbl.pdf#page=36"
"Sprix","Ketorolac Tromethamine","SPRAY, METERED;NASAL","022382","ZYLA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022382s021lbl.pdf#page=22"
"Stavzor","Valproic Acid","CAPSULE, DELAYED RELEASE;ORAL","022152","BIONPHARMA INC","11/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022152s009lbl.pdf#page=42"
"Steglatro","Ertugliflozin","TABLET;ORAL","209803","MERCK SHARP DOHME","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209803s007lbl.pdf#page=25"
"Steglujan","Ertugliflozin; Sitagliptin Phosphate","TABLET;ORAL","209805","MERCK SHARP DOHME","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209805s016lbl.pdf#page=30"
"Stelara","Ustekinumab","INJECTABLE;INJECTION","761044","JANSSEN BIOTECH","03/06/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761044s009lbl.pdf#page=37"
"Stelara","Ustekinumab","INJECTABLE; INJECTION","125261","CENTOCOR ORTHO BIOTECH INC","03/06/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125261s158,761044s009lbl.pdf#page=36"
"Strattera","Atomoxetine Hydrochloride","CAPSULE;ORAL","021411","LILLY","01/06/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021411s050lbl.pdf#page=20"
"Striverdi Respimat","Olodaterol Hydrochloride","SPRAY, METERED;INHALATION","203108","BOEHRINGER INGELHEIM","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/striverdi respimatMedGuide2016.pdf"
"Sublocade","Buprenorphine","SOLUTION, EXTENDED RELEASE;SUBCUTANEOUS","209819","INDIVIOR INC","09/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209819s018lbl.pdf#page=45"
"Suboxone","Buprenorphine Hydrochloride; Naloxone Hydrochloride","TABLET;SUBLINGUAL","020733","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020733s031s032lbl.pdf#page=32"
"Suboxone","Buprenorphine Hydrochloride; Naloxone Hydrochloride","FILM;BUCCAL, SUBLINGUAL","022410","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022410s046s047lbl.pdf#page=35"
"Subsys","Fentanyl","SPRAY;SUBLINGUAL","202788","BTCP PHARMA","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202788s023lbl.pdf#page=40"
"Subutex","Buprenorphine Hydrochloride","TABLET;SUBLINGUAL","020732","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020732s027s028lbl.pdf#page=29"
"Suclear","Magnesium Sulfate; Polyethylene Glycol 3350; Potassium Chloride; Potassium Sulfate; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate","SOLUTION;ORAL","203595","BRAINTREE LABS","08/15/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/203595s000lbl.pdf#page=13"
"Suflave","Polyethylene Glycol 3350; Sodium Sulfate; Potassium Chloride; Magnesium Sulfate; Sodium Chloride","SOLUTION;ORAL","215344","BRAINTREE LABORATORIES","06/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215344s000lbl.pdf#page=14"
"Sunosi","Solriamfetol Hydrochloride","TABLET;ORAL","211230","JAZZ","06/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211230s009lbl.pdf#page=23"
"Supprelin LA","Histrelin Acetate","IMPLANT;SUBCUTANEOUS","022058","ENDO PHARM","04/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022058s017lbl.pdf#page=20"
"Suprep Bowel Prep Kit","Magnesium Sulfate; Potassium Sulfate; Sodium Sulfate","SOLUTION;ORAL","022372","BRAINTREE LABS","08/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022372s013lbl.pdf#page=13"
"Surmontil","Trimipramine Maleate","CAPSULE;ORAL","016792","ODYSSEY PHARMS","09/30/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/016792s037lbl.pdf#page=12"
"Sustol","Granisetron","INJECTION, EXTENDED RELEASE;SUBCUTANEOUS","022445","HERON THERAPS INC","05/25/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022445s010lbl.pdf#page=17"
"Sutab","Magnesium Sulfate; Potassium Chloride; Sodium Sulfate","TABLET;ORAL","213135","BRAINTREE LABS","10/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213135s004lbl.pdf#page=15"
"Sutent","Sunitinib Malate","CAPSULE;ORAL","021938","CPPI CV","08/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021938s039lbledt.pdf#page=34"
"Sylatron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","12/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf#page=13"
"Symbyax","Fluoxetine Hydrochloride; Olanzapine","CAPSULE;ORAL","021520","LILLY","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021520s055lbl.pdf#page=42"
"Symlin","Pramlintide Acetate","INJECTABLE;SUBCUTANEOUS","021332","ASTRAZENECA AB","12/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089141.pdf"
"Sympazan","Clobazam","FILM;ORAL","210833","AQUESTIVE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210833s004lbl.pdf#page=26"
"Symproic","Naldemedine Tosylate","TABLET;ORAL","208854","BDSI","01/24/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208854s002lbl.pdf#page=13"
"Synalgos-DC","Aspirin; Caffeine; Dihydrocodeine Bitartrate","CAPSULE;ORAL","011483","SUN PHARM INDUSTRIES","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/011483s035lbl.pdf#page=50"
"Synarel","Nafarelin Acetate","SPRAY, METERED;NASAL","019886","PFIZER","01/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019886s039lbl.pdf#page=28"
"Synjardy","Empagliflozin; METformin Hydrochloride","TABLET;ORAL","206111","BOEHRINGER INGELHEIM","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206111s042,208658s028lbl.pdf#page=44"
"Synjardy XR","Empagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208658","BOEHRINGER INGELHEIM","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206111s042,208658s028lbl.pdf#page=44"
"Synribo","Omacetaxine Mepesuccinate","POWDER;SUBCUTANEOUS","203585","TEVA PHARMS INTL","05/12/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203585Orig1s008lbl.pdf#page=18"
"Tafinlar","Dabrafenib Mesylate","CAPSULE;ORAL","202806","NOVARTIS","08/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202806s027lbl.pdf#page=46"
"Tafinlar","Dabrafenib","TABLET;ORAL","217514","NOVARTIS PHARMACEUTICALS","03/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217514s000lbl.pdf#page=46"
"Taltz","Ixekizumab","INJECTABLE;INJECTION","125521","ELI LILLY AND CO","07/27/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125521s024lbl.pdf#page=21"
"Talvey","Talquetamab-Tgvs","INJECTABLE; SUBCUTANEOUS","761342","JANSSEN BIOTECH","08/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761342s000lbl.pdf#page=30"
"Tanzeum","Albiglutide","INJECTABLE;INJECTION","125431","GLAXOSMITHKLINE LLC","12/20/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125431s019lbl.pdf#page=36"
"Targiniq","Naloxone Hydrochloride; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205777","PURDUE PHARMA LP","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205777s010s011lbl.pdf#page=47"
"Tasigna","Nilotinib Hydrochloride","CAPSULE;ORAL","022068","NOVARTIS","09/23/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022068s035s036lbl.pdf#page=36"
"Tavneos","Avacopan","CAPSULE;ORAL","214487","CHEMOCENTRYX","10/07/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214487s000lbl.pdf#page=17"
"Tazverik","Tazemetostat Hydrobromide","TABLET;ORAL","213400","EPIZYME INC","06/18/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213400s000lbl.pdf#page=17"
"Tazverik","Tazemetostat Hydrobromide","TABLET;ORAL","211723","EPIZYME INC","11/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211723s004lbl.pdf#page=17"
"Tecentriq","Atezolizumab","INJECTABLE;INJECTION","761034","GENENTECH INC","05/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761034s049s051lbl.pdf#page=62"
"Tecentriq","Atezolizumab","INJECTABLE; INJECTION","761041","GENENTECH INC","10/18/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/761041s000lbl.pdf#page=22"
"Technivie","Ombitasvir; Paritaprevir; Ritonavir","TABLET;ORAL","207931","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207931s013lbl.pdf#page=39"
"Tecvayli","Teclistamab-Cqyv","INJECTABLE; SUBCUTANEOUS","761291","JANSSEN BIOTECH","08/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761291s004lbl.pdf#page=281"
"Tegretol","Carbamazepine","SUSPENSION;ORAL","018927","NOVARTIS","09/13/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19"
"Tegretol","Carbamazepine","TABLET, CHEWABLE;ORAL","018281","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegretol","Carbamazepine","TABLET;ORAL","016608","NOVARTIS","09/13/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19"
"Tegretol-XR","Carbamazepine","TABLET, EXTENDED RELEASE;ORAL","020234","NOVARTIS","09/13/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016608s121_018927s60_020234s054lbl.pdf#page=19"
"Tegsedi","Inotersen Sodium","SOLUTION;SUBCUTANEOUS","211172","AKCEA THERAPS","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211172s010lbl.pdf#page=28"
"Testim","Testosterone","GEL;TRANSDERMAL","021454","AUXILIUM PHARMS LLC","08/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021454s030s031lbl.pdf#page=21"
"Testosterone","Testosterone","GEL;TRANSDERMAL","202763","ANI PHARMS","10/25/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202763s000mg.pdf"
"Testosterone Cypionate Injection","Testosterone Cypionate","INJECTABLE;INTRAMUSCULAR","216318","SLAYBACK PHARMA LLC","06/02/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216318s000lbl.pdf#page=14"
"Thalomid","Thalidomide","CAPSULE;ORAL","020785","CELGENE","03/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020785s071lbl.pdf#page=21"
"Tibsovo","Ivosidenib","TABLET;ORAL","211192","SERVIER","10/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf#page=38"
"Tikosyn","Dofetilide","CAPSULE;ORAL","020931","PFIZER","08/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020931s017lbl.pdf#page=27"
"Tivdak","Tisotumab Vedotin-Tftv","INJECTABLE;INJECTION","761208","SEAGEN","07/26/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761208s005lbl.pdf#page=21"
"Tivorbex","Indomethacin","CAPSULE;ORAL","204768","GENUS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204768s008lbl.pdf#page=25"
"Tofranil","Imipramine Hydrochloride","TABLET;ORAL","087846","SPECGX LLC","06/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
"Tofranil-Pm","Imipramine Pamoate","CAPSULE;ORAL","017090","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM326090.pdf"
"Tolectin","Tolmetin Sodium","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Tolectin 600","Tolmetin Sodium","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Tolectin DS","Tolmetin Sodium","CAPSULE;ORAL","018084","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Topamax","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","05/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
"Topamax","Topiramate","TABLET;ORAL","020505","JANSSEN PHARMS","05/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
"Topamax Sprinkle","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","05/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
"Toradol","Ketorolac Tromethamine","TABLET;ORAL","019645","ROCHE PALO","03/26/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/019645s019lbl.pdf#page=23"
"Tracleer","Bosentan","TABLET;ORAL","021290","ACTELION","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
"Tracleer","Bosentan","TABLET, FOR SUSPENSION;ORAL","209279","ACTELION","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
"Tradjenta","Linagliptin","TABLET;ORAL","201280","BOEHRINGER INGELHEIM","06/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201280s027lbl.pdf#page=16"
"Tranxene","Clorazepate Dipotassium","CAPSULE;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Tranxene","Clorazepate Dipotassium","TABLET;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Tranxene SD","Clorazepate Dipotassium","TABLET;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Trazodone Hydrochloride","Trazodone Hydrochloride","TABLET;ORAL","071196","APOTEX INC","04/20/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/071196s062lbl.pdf#page=3"
"Trelegy Ellipta","Fluticasone Furoate; Umeclidinium Bromide; Vilanterol Trifenatate","POWDER;INHALATION","209482","GLAXOSMITHKLINE","09/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209482s000lbl.pdf#page=33"
"Tremfya","Guselkumab","INJECTABLE;INJECTION","761061","JANSSEN BIOTECH","07/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761061s009lbl.pdf#page=15"
